,room_id,host_id,room_type,address,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,last_modified,latitude,longitude,location,name,currency,rate_type
4392,20831082,149435895,Entire home/apt,"Seattle, WA, United States",61,4.5,4,2.0,1.0,74,2018-12-20 04:04:45.63187,47.577783000000004,-122.41447,0101000020E610000014CB2DAD869A5EC0A69718CBF4C94740,"Alki Beach Getaway, Near downtown Seattle",USD,nightly
4393,20833920,113652043,Entire home/apt,"Seattle, WA, United States",45,5.0,3,1.0,1.0,85,2018-12-20 04:03:20.383231,47.575638,-122.315505,0101000020E61000005E2EE23B31945EC0DC2A8881AEC94740,Modern/Rustic 1BR near Light Rail & Downtown,USD,nightly
4395,20834662,149256684,Entire home/apt,"Seattle, WA, United States",36,5.0,4,1.0,1.0,110,2018-12-20 03:05:54.359827,47.703526000000004,-122.358352,0101000020E6100000321D3A3DEF965EC05EF1D4230DDA4740,Garage Mahal!,USD,nightly
4396,20843851,15082394,Entire home/apt,"Seattle, WA, United States",62,5.0,4,1.0,1.0,75,2018-12-20 03:56:19.092408,47.611761,-122.33723,0101000020E6100000BA4E232D95955EC0F0FB372F4ECE4740,Downtown Core Luxury Loft Pike Place Market,USD,nightly
4398,20846640,78869431,Entire home/apt,"Seattle, WA, United States",1,,4,2.0,2.5,500,2018-12-20 03:09:28.423137,47.671678,-122.404505,0101000020E61000006284F068E3995EC0AAB8718BF9D54740,Light + Bright Executive Retreat on the Bay,USD,nightly
4399,20848772,97324046,Entire home/apt,"Seattle, WA, United States",7,4.0,4,2.0,1.0,150,2018-12-20 03:03:33.987649,47.691009,-122.272478,0101000020E61000004AB8904770915EC0EF1EA0FB72D84740,Lake View Inverness,USD,nightly
4400,20851050,2108395,Entire home/apt,"Seattle, WA, United States",23,5.0,2,1.0,1.0,70,2018-12-20 03:29:03.281863,47.664592999999996,-122.357879,0101000020E6100000363B527DE7965EC04513286211D54740,Phinney Ridge Overlook,USD,nightly
4402,20860740,149731363,Entire home/apt,"Seattle, WA, United States",36,5.0,4,0.0,1.0,68,2018-12-20 03:27:12.653199,47.65461,-122.390869,0101000020E61000004B0169FF03995EC039D1AE42CAD34740,BRAND NEW MAGNOLIA MODERN & HIP LOWER LEVEL STUDIO,USD,nightly
4403,20863673,36991650,Entire home/apt,"Seattle, WA, United States",72,5.0,2,1.0,1.0,70,2018-12-20 03:27:36.953238,47.620441,-122.356377,0101000020E6100000FB027AE1CE965EC07C0C569C6ACF4740,Your Next (Economical!) Refuge,USD,nightly
4404,20872735,149858207,Entire home/apt,"Seattle, WA, United States",36,5.0,4,1.0,1.0,120,2018-12-20 03:15:21.963045,47.625474,-122.297105,0101000020E6100000999EB0C403935EC0C83F33880FD04740,Seattle Guest Apartment,USD,nightly
4405,20881419,38412338,Entire home/apt,"Seattle, WA, United States",39,5.0,8,3.0,3.5,81,2018-12-20 04:11:31.085086,47.543890999999995,-122.374251,0101000020E6100000B35F77BAF3975EC05CCB64389EC54740,Modern Townhouse near DT Seattle and Alki Beach!,USD,nightly
4406,20885130,87172067,Private room,"Seattle, WA, United States",34,5.0,2,1.0,1.0,62,2018-12-20 03:07:44.443029,47.694621999999995,-122.37479599999999,0101000020E6100000FCAA5CA8FC975EC0838AAA5FE9D84740,"Bright, cozy, private bedroom/bath, North Ballard",USD,nightly
4407,20885856,15907198,Private room,"Seattle, WA, United States",0,,2,1.0,1.0,125,2018-12-20 04:05:07.394839,47.572837,-122.41128300000001,0101000020E6100000A699EE75529A5EC029780AB952C94740,"West Seattle views, come stay and enjoy the city!",USD,nightly
4408,20886381,15907198,Entire home/apt,"Seattle, WA, United States",2,,5,2.0,2.5,195,2018-12-20 04:05:10.39665,47.572416,-122.41131499999999,0101000020E6100000AC5626FC529A5EC083DA6FED44C94740,"West Seattle Home Close to City, whole house!",USD,nightly
4409,20886422,144316603,Entire home/apt,"Seattle, WA, United States",26,5.0,4,1.0,1.0,75,2018-12-20 04:03:22.106801,47.583815,-122.31268700000001,0101000020E610000099B8551003945EC006F52D73BACA4740,Grey Havens Hollow,USD,nightly
4410,20889482,28474312,Entire home/apt,"Seattle, WA, United States",137,5.0,2,1.0,1.0,58,2018-12-20 02:52:55.955109,47.576254999999996,-122.40229699999999,0101000020E6100000DA91EA3BBF995EC008944DB9C2C94740,Genesse Hills Daylight Basement Suite,USD,nightly
4411,20896567,147140337,Entire home/apt,"Seattle, WA, United States",95,5.0,3,0.0,1.0,61,2018-12-20 03:11:27.860049,47.617818,-122.325526,0101000020E6100000DAFF006BD5945EC0A87004A914CF4740,Modern Loft w/ City View WalkScore 99 Capitol Hill,USD,nightly
4412,20897112,147140337,Entire home/apt,"Seattle, WA, United States",120,5.0,3,0.0,1.0,59,2018-12-20 02:52:55.953722,47.618131,-122.32446100000001,0101000020E6100000F5F411F8C3945EC067D2A6EA1ECF4740,Modern Loft City View WalkScore 99 Capitol Hill,USD,nightly
4413,20898700,92198472,Entire home/apt,"Seattle, WA, United States",0,,5,2.0,2.0,180,2018-12-20 03:03:35.153795,47.679834,-122.28820400000001,0101000020E6100000E3A430EF71925EC0BC5AEECC04D74740,Family favorite - private home in best location!,USD,nightly
4414,20899115,92667645,Entire home/apt,"Seattle, WA, United States",38,5.0,2,0.0,1.0,60,2018-12-20 02:51:47.699383,47.618425,-122.297048,0101000020E6100000E7559DD502935EC0B003E78C28CF4740,Charming studio in the heart of Seattle!,USD,nightly
4415,20902861,150182792,Entire home/apt,"Seattle, WA, United States",26,5.0,4,2.0,1.0,84,2018-12-20 03:04:18.346767,47.690858,-122.341104,0101000020E61000003A22DFA5D4955EC00917F2086ED84740,2 Bedroom Home with off Street parking  Greenlake,USD,nightly
4416,20903261,67723194,Entire home/apt,"Seattle, WA, United States",23,5.0,2,1.0,1.0,70,2018-12-20 03:54:20.655232,47.612999,-122.348119,0101000020E61000007007EA9447965EC088BD50C076CE4740,"Gorgeous Studio, Pike Place Market!",USD,nightly
4417,20903296,67723194,Entire home/apt,"Seattle, WA, United States",33,4.5,2,0.0,1.0,70,2018-12-20 03:49:25.133504,47.612384999999996,-122.348479,0101000020E6100000F015DD7A4D965EC0CEC7B5A162CE4740,"Beautiful, Modern and Convenient Pike Place Home",USD,nightly
4418,20904606,2134209,Entire home/apt,"Seattle, WA, United States",114,4.5,3,0.0,1.0,86,2018-12-20 03:18:58.055716,47.617903000000005,-122.32428,0101000020E6100000CDAFE600C1945EC0D68C0C7217CF4740,Cozy Studio/Loft Walkable to Downtown Seattle,USD,nightly
4419,20913442,27623606,Private room,"Seattle, WA, United States",29,5.0,2,1.0,1.0,45,2018-12-20 04:08:20.102412,47.555232000000004,-122.281927,0101000020E610000000378B170B925EC0A9D898D711C74740,Columbia City private room with a skylight,USD,nightly
4420,20913810,26967583,Private room,"Seattle, WA, United States",85,4.5,2,1.0,1.5,25,2018-12-20 02:51:57.956582,47.615618,-122.316247,0101000020E6100000529D0E643D945EC01A6A1492CCCE4740,Nature's Room on Capitol Hill,USD,nightly
4421,20914463,74305,Entire home/apt,"Seattle, WA, United States",22,5.0,6,2.0,2.0,162,2018-12-20 03:53:51.675291,47.611035,-122.330037,0101000020E6100000145E82531F955EC00EDB166536CE4740,● 1/2-5● 2 Bed 2 Bath Convention Center,USD,nightly
4423,20916901,9893440,Entire home/apt,"Seattle, WA, United States",13,5.0,4,1.0,1.0,139,2018-12-20 04:04:51.87905,47.570689,-122.413366,0101000020E6100000D0D1AA96749A5EC0EE974F560CC94740,Watch the Waves from a Hammock on the Edge of Alki Beach,USD,nightly
4424,20917008,30554042,Private room,"Renton, WA, United States",15,5.0,2,1.0,1.0,50,2018-12-20 03:38:08.39713,47.528862,-122.200451,0101000020E6100000D55C6E30D48C5EC06F0C01C0B1C34740,One Private Bedroom with Water View and Two Kayaks,USD,nightly
4425,20919163,57144413,Private room,"Seattle, WA, United States",40,5.0,2,1.0,1.0,40,2018-12-20 04:11:00.288874,47.54258,-122.36235900000001,0101000020E6100000529ACDE330975EC05ABBED4273C54740,Master Suite in Modern Townhouse close to DT,USD,nightly
4426,20920840,14557091,Entire home/apt,"Seattle, WA, United States",15,4.5,4,2.0,1.0,150,2018-12-20 04:12:25.342117,47.538296,-122.380898,0101000020E6100000284701A260985EC0A8C821E2E6C44740,Private Apartment with a Beautiful View,USD,nightly
4427,20931842,150473705,Entire home/apt,"Seattle, WA, United States",83,5.0,9,4.0,2.5,134,2018-12-20 03:45:58.881953,47.594834000000006,-122.305365,0101000020E6100000F415A4198B935EC04146408523CC4740,"★Luxurious Stay, Modern Remodeled 4BR★Family/Group",USD,nightly
4428,20933028,115432922,Private room,"Seattle, WA, United States",89,4.5,6,1.0,0.5,40,2018-12-20 03:42:47.07902,47.537581,-122.356489,0101000020E61000008F183DB7D0965EC0BAF94674CFC44740,Audrey's family room,USD,nightly
4429,20934326,6239614,Entire home/apt,"Seattle, WA, United States",8,5.0,2,1.0,1.0,69,2018-12-20 03:05:16.998735,47.669352,-122.37094599999999,0101000020E610000040A54A94BD975EC090C18A53ADD54740,Sweet Ballard Bungalow in Seattle,USD,nightly
4430,20936253,149182566,Private room,"Seattle, WA, United States",5,4.5,4,2.0,1.5,120,2018-12-20 03:29:31.649598,47.653816,-122.351929,0101000020E6100000E560360186965EC0FFCC203EB0D34740,Spacious comfy 2 bedrooms in the heart of Fremont,USD,nightly
4431,20942684,16913534,Entire home/apt,"Seattle, WA, United States",9,5.0,2,1.0,1.0,99,2018-12-20 04:03:06.735894,47.582924,-122.291598,0101000020E61000000E65A88AA9925EC0D906EE409DCA4740,Urban Retreat- walk to the beach!,USD,nightly
4432,20943682,150592551,Entire home/apt,"Seattle, WA, United States",131,5.0,4,1.0,1.0,45,2018-12-20 03:42:51.038006,47.567309,-122.31403600000002,0101000020E61000001171732A19945EC0FDDCD0949DC84740,"Luxury green tudor cottage near downtown, stadiums",USD,nightly
4434,20948213,150641468,Entire home/apt,"Seattle, WA, United States",85,4.5,4,2.0,1.0,150,2018-12-20 03:05:55.262809,47.674661,-122.398859,0101000020E6100000C72DE6E786995EC07E71A94A5BD64740,"Beautiful 2 Bedroom Apartment in Ballard, Seattle",USD,nightly
4435,20948220,2013576,Entire home/apt,"Seattle, WA, United States",106,5.0,2,1.0,1.0,67,2018-12-20 03:42:16.812326,47.545837,-122.320206,0101000020E6100000E97E4E417E945EC02FF99FFCDDC54740,Georgetown Garden Apartment,USD,nightly
4436,20949756,1560318,Private room,"Kirkland, WA, United States",5,5.0,1,1.0,1.0,50,2018-12-20 02:54:40.404906,47.680862,-122.16983,0101000020E61000004DF8A57EDE8A5EC0698B6B7C26D74740,Rest and Relax with all the conveniences close by.,USD,nightly
4438,20957594,114353388,Entire home/apt,"Seattle, WA, United States",0,,6,2.0,2.0,126,2018-12-20 04:01:56.212625,47.607352,-122.33671000000001,0101000020E61000001D8F19A88C955EC08194D8B5BDCD4740,Brilliant Stay Alfred 1st Avenue Apartment,USD,nightly
4439,20959219,49798983,Entire home/apt,"Seattle, WA, United States",57,4.5,5,1.0,1.0,94,2018-12-20 03:11:27.867903,47.621891999999995,-122.33345700000001,0101000020E6100000D367075C57955EC070D234289ACF4740,Well kept town home in a prime location. Sleeps 5,USD,nightly
4440,20961349,67467952,Entire home/apt,"Seattle, WA, United States",14,4.5,5,2.0,2.0,275,2018-12-20 03:32:47.203827,47.62989,-122.367995,0101000020E6100000DB85E63A8D975EC0EA094B3CA0D04740,Lush Views from a Mid-Century Home,USD,nightly
4441,20962091,67467952,Entire home/apt,"Seattle, WA, United States",24,5.0,7,3.0,2.0,395,2018-12-20 03:33:18.201418,47.629909000000005,-122.369619,0101000020E6100000BC3E73D6A7975EC0603AADDBA0D04740,STUNNING VIEWS of Puget Sound,USD,nightly
4442,20967158,45174778,Private room,"Bellevue, WA, United States",6,4.5,2,1.0,1.0,32,2018-12-20 02:53:51.117031,47.653088000000004,-122.152824,0101000020E6100000CF8250DEC7895EC07CB4386398D34740,Private room with private bath B4 near Microsoft,USD,nightly
4443,20969227,150621747,Entire home/apt,"Seattle, WA, United States",13,5.0,4,2.0,1.0,100,2018-12-20 04:08:26.283541,47.522884999999995,-122.274826,0101000020E6100000CB85CABF96915EC0D4484BE5EDC24740,Rainier Beach Posada near Lightrail Station,USD,nightly
4444,20970073,140647135,Entire home/apt,"Seattle, WA, United States",69,5.0,2,0.0,1.0,65,2018-12-20 03:01:21.573833,47.670522999999996,-122.31541599999998,0101000020E6100000A62897C62F945EC0A01B9AB2D3D54740,Private U-District In-Law Unit in Seattle Home,USD,nightly
4445,20971036,27906820,Entire home/apt,"Kirkland, WA, United States",36,5.0,7,3.0,2.0,70,2018-12-20 02:54:24.958287,47.665356,-122.186714,0101000020E610000024ED461FF38B5EC04419AA622AD54740,Comfy 3bd Home Perfect for Families with Pets,USD,nightly
4446,20971305,124636534,Entire home/apt,"Seattle, WA, United States",55,5.0,2,0.0,1.0,65,2018-12-20 03:19:51.204618,47.618999,-122.31744099999999,0101000020E6100000365A0EF450945EC0DCA0F65B3BCF4740,"D203 Quaint Studio, TWO Blocks from Light Rail!",USD,nightly
4447,20971945,18400453,Entire home/apt,"Seattle, WA, United States",60,5.0,4,1.0,1.0,120,2018-12-20 03:29:03.277174,47.655272,-122.351148,0101000020E61000009203763579965EC004FEF0F3DFD34740,Fremont Garden Guesthouse,USD,nightly
4448,20978960,97217149,Entire home/apt,"Seattle, WA, United States",109,5.0,4,2.0,1.0,79,2018-12-20 04:07:20.059557,47.55526,-122.313542,0101000020E610000009FB761211945EC073637AC212C74740,Clean & Modern Seattle,USD,nightly
4450,20983058,149757297,Entire home/apt,"Seattle, WA, United States",53,5.0,4,2.0,1.0,59,2018-12-20 04:11:17.213511,47.535296,-122.350167,0101000020E6100000DC48D92269965EC0FED64E9484C44740,Webster Street Guest Suite,USD,nightly
4451,20990102,135554033,Private room,"Seattle, WA, United States",25,5.0,4,1.0,1.0,55,2018-12-20 04:10:15.647223,47.52904,-122.274851,0101000020E61000007711A62897915EC04F232D95B7C34740,Charming brick house close to transit Rm 3,USD,nightly
4452,20995122,66372443,Entire home/apt,"Seattle, WA, United States",60,5.0,4,0.0,1.0,100,2018-12-20 03:03:12.841549,47.679590999999995,-122.28691699999999,0101000020E6100000A7EA1ED95C925EC0F6D37FD6FCD64740,Wedgwood Nest,USD,nightly
4453,20995415,26967583,Shared room,"Seattle, WA, United States",9,4.0,1,1.0,1.0,20,2018-12-20 03:10:05.642361,47.643597,-122.302146,0101000020E610000080272D5C56935EC0E066F16261D24740,The Danish Room - Shared Coed Room (Top Left Bed),USD,nightly
4454,20995602,43134824,Private room,"Mercer Island, WA, United States",19,5.0,5,2.0,1.0,50,2018-12-20 03:38:14.262724,47.528298,-122.221457,0101000020E6100000191EFB592C8E5EC06745D4449FC34740,Beach House Retreat Spacious 2 BR private space,USD,nightly
4455,20995958,44968696,Private room,"Seattle, WA, United States",44,5.0,1,1.0,1.0,40,2018-12-20 02:52:55.948317,47.692242,-122.32129099999999,0101000020E6100000F25F200890945EC07575C7629BD84740,Sunny private room in spacious house.,USD,nightly
4456,20996799,26967583,Shared room,"Seattle, WA, United States",28,4.0,1,1.0,1.0,20,2018-12-20 03:11:04.233804,47.642664,-122.302499,0101000020E6100000A704C4245C935EC085285FD042D24740,The Brooklyn Room - Shared Coed (Right Bed),USD,nightly
4457,20999612,26967583,Shared room,"Seattle, WA, United States",19,4.5,1,1.0,1.0,20,2018-12-20 03:11:00.111992,47.64273,-122.303509,0101000020E6100000AB4203B16C935EC03C1405FA44D24740,The Danish Room-Shared Coed (Bottom Right Bed),USD,nightly
4458,21000514,151191997,Private room,"Mercer Island, WA, United States",43,5.0,2,1.0,1.0,48,2018-12-20 03:37:55.960456,47.586736,-122.25079699999999,0101000020E6100000D63BDC0E0D905EC064B14D2A1ACB4740,A journey station of serenity amid chaos.,USD,nightly
4459,21006172,4124418,Entire home/apt,"Seattle, WA, United States",18,4.0,3,1.0,1.0,90,2018-12-20 04:02:38.276563,47.601476,-122.335776,0101000020E610000007B29E5A7D955EC019AA622AFDCC4740,"Executive 1BR Suite in Upscale, Seattle",USD,nightly
4460,21007518,4124418,Entire home/apt,"Seattle, WA, United States",2,,3,1.0,1.0,40,2018-12-20 03:44:35.536252,47.599406,-122.323016,0101000020E61000006C054D4BAC945EC05A83F755B9CC4740,Corporate Rental 1 Bedroom Suite in Seattle,USD,nightly
4461,21007695,4124418,Entire home/apt,"Seattle, WA, United States",4,4.5,3,1.0,1.0,50,2018-12-20 04:02:37.558848,47.5997,-122.336321,0101000020E610000050FD834886955EC0A2B437F8C2CC4740,Vacations Rental 1BR on Main in Seattle,USD,nightly
4462,21008151,4124418,Entire home/apt,"Seattle, WA, United States",2,,3,1.0,1.0,40,2018-12-20 03:49:32.855379,47.598927,-122.322011,0101000020E6100000F27C06D49B945EC080D8D2A3A9CC4740,Furnished Rental 1 Bedroom Suite,USD,nightly
4463,21008527,4124418,Entire home/apt,"Seattle, WA, United States",3,4.5,3,1.0,1.0,50,2018-12-20 03:49:16.445911,47.598638,-122.32333799999999,0101000020E610000076E3DD91B1945EC04912842BA0CC4740,Executive 1 BR Apt in Seattle,USD,nightly
4464,21008622,4124418,Entire home/apt,"Seattle, WA, United States",7,5.0,3,1.0,1.0,80,2018-12-20 04:02:30.45777,47.598487,-122.321688,0101000020E610000000E1438996945EC0630AD6389BCC4740,Lovely Corporate Rental 1 BR Suite in Seattle,USD,nightly
4465,21010058,3105372,Entire home/apt,"Seattle, WA, United States",44,5.0,2,0.0,1.0,80,2018-12-20 03:00:10.920367,47.672971000000004,-122.323727,0101000020E6100000437573F1B7945EC00514EAE923D64740,Minimalist Zen Guest Suite in Green Lake Home,USD,nightly
4466,21011036,4124418,Entire home/apt,"Seattle, WA, United States",0,,3,1.0,1.0,80,2018-12-20 04:02:30.455714,47.598881,-122.321495,0101000020E6100000F6B4C35F93945EC00F99F221A8CC4740,Lovely Short Terms Rental 1 BR in Seattle,USD,nightly
4467,21011094,12969403,Private room,"Seattle, WA, United States",51,5.0,4,2.0,1.0,98,2018-12-20 03:29:23.631328,47.647602,-122.35630800000001,0101000020E610000067D311C0CD965EC07F69519FE4D24740,"Private bedrooms, shared living room and kitchen",USD,nightly
4468,21011650,4124418,Entire home/apt,"Seattle, WA, United States",0,,3,1.0,1.0,40,2018-12-20 03:42:59.519489,47.598438,-122.32298200000001,0101000020E610000096CCB1BCAB945EC08257CB9D99CC4740,Vacations Rental 1 Bedroom Suite in Seattle,USD,nightly
4469,21012009,4124418,Entire home/apt,"Seattle, WA, United States",0,,3,1.0,1.0,40,2018-12-20 03:49:20.505486,47.598446,-122.321846,0101000020E61000004C16F71F99945EC00536E7E099CC4740,1 Bedroom Furnished Suite in Seattle,USD,nightly
4470,21012167,4124418,Entire home/apt,"Seattle, WA, United States",10,4.5,3,1.0,1.0,60,2018-12-20 03:49:34.104736,47.599761,-122.322741,0101000020E61000000305DEC9A7945EC04835ECF7C4CC4740,Modern Vacations Rental 1 BR Suite in Seattle,USD,nightly
4471,21012899,4124418,Entire home/apt,"Seattle, WA, United States",1,,3,1.0,1.0,50,2018-12-20 04:02:30.450213,47.598569,-122.321128,0101000020E61000001D75745C8D945EC020B3B3E89DCC4740,Peaceful 1 Bedroom Suite in Seattle,USD,nightly
4472,21013283,4124418,Entire home/apt,"Seattle, WA, United States",4,5.0,3,1.0,1.0,50,2018-12-20 03:49:24.070417,47.599793,-122.32341699999999,0101000020E61000001C7E37DDB2945EC053AF5B04C6CC4740,Executive 1 Bedroom Suite in Seattle,USD,nightly
4473,21013305,28420265,Entire home/apt,"Seattle, WA, United States",76,4.5,7,3.0,3.5,165,2018-12-20 04:03:22.108606,47.588654,-122.30983700000002,0101000020E6100000CF85915ED4935EC06D54A70359CB4740,Luxurious 3B/3B townhouse ★ Close to downtown!,USD,nightly
4474,21014515,67467952,Entire home/apt,"Seattle, WA, United States",24,5.0,7,3.0,2.0,425,2018-12-20 03:32:47.200412,47.63105,-122.367534,0101000020E6100000C28A53AD85975EC00612143FC6D04740,Gorgeous Ocean Views from a Designer Home,USD,nightly
4475,21015000,67467952,Entire home/apt,"Seattle, WA, United States",3,5.0,16,8.0,6.0,1650,2018-12-20 03:33:18.975047,47.630824,-122.36896399999999,0101000020E6100000B0592E1B9D975EC015C440D7BED04740,Spacious Family-Friendly Tri-Plex with Views in Queen Anne,USD,nightly
4476,21015716,151191997,Private room,"Mercer Island, WA, United States",34,5.0,2,1.0,1.0,48,2018-12-20 03:37:55.950596,47.58572,-122.25126599999999,0101000020E61000003126FDBD14905EC07B4E7ADFF8CA4740,A journey station of quiet island,USD,nightly
4477,21019118,4124418,Entire home/apt,"Seattle, WA, United States",6,4.0,3,1.0,1.0,40,2018-12-20 03:44:46.266644,47.599681,-122.323072,0101000020E610000036902E36AD945EC02B84D558C2CC4740,Peaceful Executive Rental 1 Bedroom in Seattle,USD,nightly
4478,21019339,4124418,Entire home/apt,"Seattle, WA, United States",2,,3,1.0,1.0,50,2018-12-20 03:45:04.875496,47.599489,-122.322966,0101000020E610000013EE9579AB945EC0E7A7380EBCCC4740,Quiet Place 1 Bedroom Suite in Seattle,USD,nightly
4479,21019635,4124418,Entire home/apt,"Seattle, WA, United States",10,5.0,3,1.0,1.0,50,2018-12-20 03:44:39.82934,47.598683,-122.32194799999999,0101000020E6100000CFC0C8CB9A945EC0E9D500A5A1CC4740,Cozy  1 BR Condo in Seattle,USD,nightly
4480,21021720,4124418,Entire home/apt,"Seattle, WA, United States",12,5.0,3,1.0,1.0,50,2018-12-20 03:44:55.283566,47.599827000000005,-122.32262,0101000020E610000046425BCEA5945EC0FF209221C7CC4740,"Modern, Cozy 1 Bedroom Suite in Seattle",USD,nightly
4481,21022306,4124418,Entire home/apt,"Seattle, WA, United States",1,,3,1.0,1.0,50,2018-12-20 03:49:34.101088,47.599662,-122.32337700000001,0101000020E6100000D4D17135B2945EC0B55373B9C1CC4740,Cool Spot Executive Rental 1 BR in Seattle,USD,nightly
4482,21022707,4124418,Entire home/apt,"Seattle, WA, United States",4,5.0,3,1.0,1.0,40,2018-12-20 03:44:39.829985,47.598887,-122.323159,0101000020E61000001E1A16A3AE945EC0F17F4754A8CC4740,Cozy Corporate Rental 1 Bedroom in Seattle,USD,nightly
4483,21023603,4124418,Entire home/apt,"Seattle, WA, United States",4,5.0,3,1.0,1.0,40,2018-12-20 03:44:46.265194,47.600035,-122.32321999999999,0101000020E6100000715AF0A2AF945EC049BA66F2CDCC4740,Short Terms Rental 1 Bedroom in Seattle,USD,nightly
4484,21023969,4124418,Entire home/apt,"Seattle, WA, United States",1,,3,1.0,1.0,50,2018-12-20 03:44:17.653934,47.598313,-122.321826,0101000020E6100000294014CC98945EC0C5E2378595CC4740,Cool Spot 1 BR Suite in Seattle,USD,nightly
4485,21024281,4124418,Entire home/apt,"Seattle, WA, United States",2,,3,1.0,1.0,50,2018-12-20 03:49:34.103879,47.599969,-122.323375,0101000020E610000004560E2DB2945EC092CEC0C8CBCC4740,Stylish 1 Bedroom Suite in Seattle,USD,nightly
4486,21025055,140236800,Entire home/apt,"Seattle, WA, United States",0,,4,2.0,2.5,110,2018-12-20 04:05:08.527063,47.575425,-122.410225,0101000020E61000001AC05B20419A5EC08126C286A7C94740,"2BR w/ Patio & BBQ, Walk to Alki Beach",USD,nightly
4488,21025811,4124418,Entire home/apt,"Seattle, WA, United States",1,,3,1.0,1.0,40,2018-12-20 03:44:49.243536,47.600132,-122.32294099999999,0101000020E61000006762BA10AB945EC03CA41820D1CC4740,Stylish Corporate Rental 1 BR Suite in Seattle,USD,nightly
4489,21026036,4124418,Entire home/apt,"Seattle, WA, United States",6,5.0,3,1.0,1.0,50,2018-12-20 03:44:55.301195,47.598784,-122.322975,0101000020E61000003D9B559FAB945EC01DAF40F4A4CC4740,Short Terms Rental 1 Bedroom Condo in Seattle,USD,nightly
4490,21026422,151432499,Entire home/apt,"Seattle, WA, United States",10,5.0,10,5.0,2.5,595,2018-12-20 04:05:08.519756,47.593581,-122.38753999999999,0101000020E610000014799274CD985EC074435376FACB4740,Luxury Holiday Cliff House,USD,nightly
4491,21029544,95440067,Entire home/apt,"Seattle, WA, United States",51,5.0,7,4.0,2.0,165,2018-12-20 03:03:35.145027,47.680428000000006,-122.30023,0101000020E6100000CCD1E3F736935EC02FA4C34318D74740,Updated Bryant/Ravenna Retreat,USD,nightly
4492,21039284,101315084,Entire home/apt,"Seattle, WA, United States",24,5.0,3,1.0,1.0,105,2018-12-20 04:11:21.39762,47.553647,-122.3923,0101000020E6100000228E75711B995EC0A643A7E7DDC64740,West Seattle Gem - You Can Walk to Everything,USD,nightly
4494,21043222,30884230,Entire home/apt,"Seattle, WA, United States",34,5.0,4,2.0,1.0,89,2018-12-20 03:07:36.318664,47.682775,-122.351481,0101000020E6100000960A2AAA7E965EC061C3D32B65D74740,2BR - Modern Home in Phinney Ridge/Greenlake,USD,nightly
4495,21045608,2934822,Entire home/apt,"Seattle, WA, United States",5,5.0,2,1.0,1.0,85,2018-12-20 03:05:56.145566,47.670676,-122.391392,0101000020E6100000A0FA07910C995EC0261B0FB6D8D54740,One bedroom apartment in the heart of Old Ballard,USD,nightly
4496,21055863,151191997,Private room,"Mercer Island, WA, United States",57,5.0,2,1.0,1.0,53,2018-12-20 03:37:55.955667,47.583991999999995,-122.25181,0101000020E610000092B3B0A71D905EC01590F63FC0CA4740,A SNOOZE BABY,USD,nightly
4497,21064852,50422481,Entire home/apt,"Seattle, WA, United States",67,5.0,2,1.0,1.0,45,2018-12-20 04:11:01.478339,47.516495,-122.36453200000001,0101000020E61000001C96067E54975EC015C616821CC24740,Pool House Suite / Mother-in-law,USD,nightly
4498,21066110,151794482,Private room,"Seattle, WA, United States",93,5.0,2,1.0,1.0,60,2018-12-20 03:27:23.035701,47.647498999999996,-122.38290500000001,0101000020E6100000641EF98381985EC0AB984A3FE1D24740,"Charming & stylish suite close to key arena, dwntn",USD,nightly
4499,21068313,16617018,Entire home/apt,"Seattle, WA, United States",1,,6,4.0,3.0,400,2018-12-20 03:31:28.168966,47.653799,-122.41646200000001,0101000020E6100000B6813B50A79A5EC0299485AFAFD34740,"Beautiful mid-centry modern, 10 min from dwntn SEA",USD,nightly
4500,21070306,75946,Private room,"Bellevue, WA, United States",14,4.5,1,1.0,1.0,50,2018-12-20 02:54:19.747811,47.636496,-122.121397,0101000020E61000004835ECF7C4875EC0750470B378D14740,Bellevue @ Sherwood Forest Room #3,USD,nightly
4501,21070524,6606280,Private room,"Seattle, WA, United States",1,,1,1.0,1.0,64,2018-12-20 04:10:35.819694,47.512326,-122.349271,0101000020E61000003D9CC0745A965EC0FC71FBE593C14740,Nice quiet room #2,USD,nightly
4502,21077859,4730169,Entire home/apt,"Seattle, WA, United States",72,5.0,6,1.0,1.0,65,2018-12-20 03:50:26.829883,47.607349,-122.316027,0101000020E6100000CB694FC939945EC01021AE9CBDCD4740,Amsterdam stye Loft Near Downtown,USD,nightly
4503,21079628,140601291,Entire home/apt,"Seattle, WA, United States",97,5.0,3,1.0,1.0,75,2018-12-20 03:27:24.794218,47.631135,-122.359342,0101000020E610000012859675FF965EC0342E1C08C9D04740,❤ of Seattle | Walk Score 91 | 2blks to Kerry Park,USD,nightly
4504,21080014,26543880,Private room,"Seattle, WA, United States",38,5.0,2,1.0,1.0,48,2018-12-20 03:48:38.374194,47.594087,-122.296828,0101000020E61000006022DE3AFF925EC048FDF50A0BCC4740,Comfy room with Queen bed !,USD,nightly
