,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
4023,poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,paths
4024,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,paths
4025,poisonous,convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,grasses
4026,poisonous,convex,smooth,gray,False,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
4027,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,grasses
4028,poisonous,flat,smooth,buff,True,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,p,white,1,pendant,chocolate,scattered,grasses
4029,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,woods
4030,poisonous,convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,woods
4031,poisonous,convex,smooth,white,False,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,black,scattered,woods
4032,poisonous,convex,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,woods
4033,edible,flat,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,p,white,1,pendant,black,several,woods
4034,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,grasses
4035,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,woods
4036,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,paths
4037,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,grasses
4038,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,woods
4039,edible,flat,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,p,white,1,pendant,black,several,woods
4040,poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,woods
4041,edible,flat,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,p,white,1,pendant,brown,solitary,woods
4042,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,woods
4043,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,paths
4044,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,woods
4045,poisonous,convex,smooth,white,False,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,black,several,woods
4046,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,woods
4047,edible,flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,p,white,1,pendant,black,several,woods
4048,poisonous,convex,fibrous,white,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,black,scattered,woods
4049,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,woods
4050,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,solitary,woods
4051,poisonous,convex,fibrous,pink,False,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
4052,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,woods
4053,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,paths
4054,edible,flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,p,white,1,pendant,black,several,woods
4055,poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,paths
4056,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,paths
4057,poisonous,convex,fibrous,gray,False,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,woods
4058,poisonous,convex,smooth,pink,False,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,black,several,woods
4059,edible,convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,p,white,1,pendant,brown,several,woods
4060,poisonous,convex,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,grasses
4061,edible,flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,solitary,woods
4062,edible,flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,black,solitary,woods
4063,poisonous,flat,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,woods
4064,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,solitary,grasses
4065,poisonous,convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,woods
4066,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,woods
4067,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,solitary,paths
4068,edible,flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,p,white,1,pendant,brown,solitary,woods
4069,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,paths
4070,poisonous,convex,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,several,paths
4071,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,paths
4072,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,solitary,paths
4073,edible,flat,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,p,white,1,pendant,brown,several,woods
4074,edible,flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,p,white,1,pendant,brown,several,woods
4075,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,solitary,grasses
4076,edible,flat,scaly,purple,False,none,free,close,narrow,chocolate,enlarging,,smooth,fibrous,white,white,p,white,1,flaring,chocolate,solitary,woods
4077,edible,flat,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,p,white,1,pendant,brown,solitary,woods
4078,poisonous,flat,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,grasses
4079,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,grasses
4080,poisonous,convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,woods
4081,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,paths
4082,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,paths
4083,poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,woods
4084,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,paths
4085,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,paths
4086,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,paths
4087,edible,convex,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,p,white,1,pendant,brown,several,woods
4088,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,woods
4089,edible,flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,p,white,1,pendant,brown,several,woods
4090,poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,woods
4091,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,woods
4092,edible,flat,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,solitary,woods
4093,edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,p,white,1,pendant,black,solitary,woods
4094,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,grasses
4095,edible,convex,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,p,white,1,pendant,black,several,woods
4096,edible,flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,p,white,1,pendant,brown,solitary,woods
4097,poisonous,flat,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,paths
4098,poisonous,convex,fibrous,white,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,black,several,woods
4099,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,solitary,woods
4100,poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,woods
4101,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,paths
4102,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,woods
4103,edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,p,white,1,pendant,brown,solitary,woods
4104,poisonous,convex,scaly,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
4105,edible,flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,p,white,1,pendant,brown,several,woods
4106,poisonous, bell,smooth,buff,True,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,p,white,2,pendant,green,several,meadows
4107,edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,p,white,1,pendant,black,solitary,woods
4108,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,grasses
4109,edible,flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,p,white,1,pendant,black,solitary,woods
4110,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,solitary,paths
4111,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,solitary,grasses
4112,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,grasses
4113,edible,flat,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,p,white,1,pendant,brown,several,woods
4114,poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,paths
4115,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,grasses
4116,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,several,woods
4117,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,paths
4118,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,grasses
4119,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,several,grasses
4120,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,several,paths
4121,edible,flat,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,p,white,1,pendant,black,several,woods
4122,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,woods
4123,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,grasses
4124,edible,flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,p,white,1,pendant,black,several,woods
4125,poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,paths
4126,poisonous,convex,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,paths
4127,edible,flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,p,white,1,pendant,black,solitary,woods
4128,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,paths
4129,edible,flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,p,white,1,pendant,black,solitary,woods
4130,poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,grasses
4131,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,woods
4132,poisonous,convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,woods
4133,poisonous,convex,smooth,gray,False,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,black,scattered,woods
4134,edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,p,white,1,pendant,black,several,woods
4135,poisonous,flat,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,grasses
4136,poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,woods
4137,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,paths
4138,edible,flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,p,white,1,pendant,black,several,woods
4139,poisonous,convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,solitary,woods
4140,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,woods
4141,edible,flat,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,p,white,1,pendant,brown,several,woods
4142,edible,flat,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,p,white,1,pendant,black,several,woods
4143,poisonous,flat,smooth,gray,True,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,p,white,1,pendant,chocolate,several,urban
4144,poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,solitary,paths
4145,poisonous,flat,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,several,paths
4146,poisonous,convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,several,paths
4147,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,woods
4148,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,woods
4149,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,paths
4150,edible,flat,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,solitary,woods
4151,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,grasses
4152,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,grasses
4153,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,paths
4154,edible,flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,p,white,1,pendant,brown,several,woods
4155,edible,flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,p,white,1,pendant,brown,several,woods
4156,edible,flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,p,white,1,pendant,brown,solitary,woods
4157,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,p,white,1,large,chocolate,several,grasses
4158,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,paths
4159,edible,flat,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,p,white,1,pendant,black,solitary,woods
4160,poisonous,convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,grasses
4161,edible,flat,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,p,white,1,pendant,brown,several,woods
4162,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,paths
4163,poisonous,convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,woods
4164,poisonous,convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,woods
4165,edible,flat,fibrous,cinnamon,False,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown,p,white,1,evanescent,white,several,leaves
4166,poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,several,woods
4167,poisonous,flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,grasses
4168,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,several,grasses
4169,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,p,white,1,large,chocolate,solitary,grasses
4170,poisonous,convex,smooth,buff,True,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,p,white,1,pendant,chocolate,scattered,urban
4171,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,several,woods
4172,poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,grasses
4173,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,paths
4174,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,paths
4175,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,woods
4176,edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,p,white,1,pendant,black,solitary,woods
4177,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,paths
4178,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,paths
4179,edible,flat,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,p,white,1,pendant,black,solitary,woods
4180,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,several,paths
4181,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,woods
4182,poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,solitary,woods
4183,edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,black,solitary,woods
4184,poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,grasses
4185,poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,solitary,paths
4186,edible,flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,p,white,1,pendant,brown,solitary,woods
4187,edible,flat,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,p,white,1,pendant,brown,several,woods
4188,poisonous,convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,p,white,1,large,chocolate,several,woods
4189,poisonous,flat,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,p,white,1,large,chocolate,several,paths
4190,poisonous,flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,several,woods
4191,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,several,paths
4192,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,paths
4193,poisonous,flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,p,white,1,large,chocolate,solitary,grasses
4194,poisonous,flat,smooth,buff,True,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,p,white,1,pendant,chocolate,scattered,urban
4195,edible,flat,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,p,white,1,pendant,brown,solitary,woods
4196,poisonous,convex,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,woods
4197,edible,convex,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,p,white,1,pendant,brown,several,woods
4198,poisonous,convex,fibrous,gray,False,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,black,several,woods
4199,poisonous,convex,fibrous,pink,False,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
4200,poisonous,convex,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,leaves
4201,poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,paths
4202,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,several,grasses
4203,poisonous,convex,smooth,gray,True,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,p,white,1,pendant,chocolate,scattered,urban
4204,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,p,white,1,large,chocolate,solitary,paths
4205,poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,woods
4206,poisonous,flat,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,p,white,1,large,chocolate,solitary,paths
4207,poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,p,white,1,large,chocolate,solitary,woods
4208,poisonous,flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,p,white,1,large,chocolate,solitary,woods
