Date,Route,Attempted,Succeeded,Success Percentage
6/24/2015,Little Tahoma,2,1,0.5
6/24/2015,glacier only - no summit attempt,1,0,0
6/24/2015,Disappointment Cleaver,2,0,0
6/24/2015,Emmons-Winthrop,2,2,1
6/24/2015,Disappointment Cleaver,2,2,1
6/24/2015,Emmons-Winthrop,3,0,0
6/24/2015,Disappointment Cleaver,9,8,0.888888889
6/24/2015,glacier only - no summit attempt,1,0,0
6/24/2015,Disappointment Cleaver,12,7,0.583333333
6/24/2015,Disappointment Cleaver,11,8,0.727272727
6/24/2015,Tahoma Glacier,2,2,1
6/24/2015,Disappointment Cleaver,6,6,1
6/24/2015,Disappointment Cleaver,12,10,0.833333333
6/24/2015,Emmons-Winthrop,4,0,0
6/24/2015,Disappointment Cleaver,3,0,0
6/24/2015,Emmons-Winthrop,3,3,1
6/24/2015,Tahoma Glacier,2,0,0
6/23/2015,Disappointment Cleaver,1,1,1
6/23/2015,Disappointment Cleaver,5,5,1
6/23/2015,Emmons-Winthrop,4,0,0
6/23/2015,Disappointment Cleaver,2,5,2.5
6/23/2015,Disappointment Cleaver,3,3,1
6/23/2015,Emmons-Winthrop,12,11,0.916666667
6/23/2015,Kautz Glacier,3,3,1
6/23/2015,Disappointment Cleaver,2,2,1
6/23/2015,Disappointment Cleaver,4,4,1
6/23/2015,Disappointment Cleaver,4,4,1
6/23/2015,Emmons-Winthrop,6,5,0.833333333
6/23/2015,Emmons-Winthrop,2,2,1
6/23/2015,Kautz Glacier,12,10,0.833333333
6/23/2015,Disappointment Cleaver,12,9,0.75
6/23/2015,Disappointment Cleaver,11,11,1
6/23/2015,Kautz Glacier,12,10,0.833333333
6/23/2015,Disappointment Cleaver,12,12,1
6/23/2015,Disappointment Cleaver,12,12,1
6/22/2015,Emmons-Winthrop,2,2,1
6/22/2015,Disappointment Cleaver,3,3,1
6/22/2015,Emmons-Winthrop,4,4,1
6/22/2015,Little Tahoma,8,8,1
6/22/2015,Emmons-Winthrop,2,2,1
6/22/2015,Disappointment Cleaver,2,1,0.5
6/22/2015,Disappointment Cleaver,2,0,0
6/22/2015,Disappointment Cleaver,4,2,0.5
6/22/2015,Kautz Glacier,5,5,1
6/22/2015,Kautz Glacier,5,0,0
6/22/2015,Disappointment Cleaver,3,0,0
6/22/2015,Liberty RIngraham Directge,2,2,1
6/22/2015,Emmons-Winthrop,2,2,1
6/22/2015,Kautz Glacier,3,3,1
6/22/2015,Disappointment Cleaver,11,0,0
6/22/2015,Disappointment Cleaver,6,6,1
6/22/2015,Kautz Glacier,3,3,1
6/22/2015,Disappointment Cleaver,5,0,0
6/22/2015,Kautz Glacier,2,0,0
6/22/2015,Disappointment Cleaver,2,2,1
6/22/2015,Disappointment Cleaver,11,7,0.636363636
6/22/2015,Emmons-Winthrop,12,10,0.833333333
6/22/2015,Disappointment Cleaver,12,6,0.5
6/22/2015,Disappointment Cleaver,12,0,0
6/21/2015,Ingraham Direct,4,0,0
6/21/2015,Disappointment Cleaver,2,0,0
6/21/2015,Disappointment Cleaver,3,0,0
6/21/2015,Disappointment Cleaver,2,0,0
6/21/2015,Disappointment Cleaver,12,9,0.75
6/21/2015,Disappointment Cleaver,12,5,0.416666667
6/21/2015,Emmons-Winthrop,2,0,0
6/21/2015,Disappointment Cleaver,12,12,1
6/21/2015,Kautz Glacier,12,0,0
6/21/2015,Kautz Glacier,3,3,1
6/21/2015,Disappointment Cleaver,3,0,0
6/21/2015,Emmons-Winthrop,3,3,1
6/21/2015,Emmons-Winthrop,2,0,0
6/21/2015,Emmons-Winthrop,12,9,0.75
6/21/2015,Kautz Glacier,3,0,0
6/20/2015,Emmons-Winthrop,3,0,0
6/20/2015,Kautz Cleaver,2,0,0
6/20/2015,Disappointment Cleaver,12,6,0.5
6/20/2015,Ptarmigan RIngraham Directge,2,2,1
6/20/2015,Emmons-Winthrop,2,2,1
6/20/2015,Emmons-Winthrop,3,0,0
6/20/2015,Emmons-Winthrop,4,4,1
6/20/2015,Emmons-Winthrop,4,0,0
6/20/2015,Little Tahoma,2,0,0
6/20/2015,Little Tahoma,4,4,1
6/20/2015,Emmons-Winthrop,4,4,1
6/20/2015,Kautz Glacier,2,2,1
6/20/2015,Disappointment Cleaver,3,0,0
6/20/2015,Disappointment Cleaver,4,1,0.25
6/20/2015,Disappointment Cleaver,3,3,1
6/20/2015,Disappointment Cleaver,6,6,1
6/20/2015,Kautz Glacier,3,3,1
6/20/2015,Disappointment Cleaver,3,3,1
6/20/2015,Disappointment Cleaver,3,0,0
6/20/2015,Disappointment Cleaver,11,5,0.454545455
6/20/2015,Disappointment Cleaver,7,3,0.428571429
6/20/2015,Disappointment Cleaver,4,4,1
6/20/2015,Emmons-Winthrop,3,0,0
6/20/2015,Kautz Cleaver,2,2,1
6/20/2015,Disappointment Cleaver,2,0,0
6/20/2015,Disappointment Cleaver,2,0,0
6/20/2015,Disappointment Cleaver,3,0,0
6/20/2015,Disappointment Cleaver,2,0,0
6/20/2015,Disappointment Cleaver,3,3,1
6/20/2015,Disappointment Cleaver,12,10,0.833333333
6/20/2015,Disappointment Cleaver,12,10,0.833333333
6/20/2015,Emmons-Winthrop,12,11,0.916666667
6/20/2015,Disappointment Cleaver,1,0,0
6/20/2015,Disappointment Cleaver,4,0,0
6/19/2015,Disappointment Cleaver,4,0,0
6/19/2015,Ptarmigan RIngraham Directge,3,3,1
6/19/2015,Disappointment Cleaver,5,5,1
6/19/2015,glacier only - no summit attempt,2,0,0
6/19/2015,Disappointment Cleaver,4,0,0
6/19/2015,Little Tahoma,8,7,0.875
6/19/2015,Emmons-Winthrop,4,4,1
6/19/2015,Emmons-Winthrop,8,8,1
6/19/2015,Emmons-Winthrop,2,2,1
6/19/2015,Emmons-Winthrop,4,4,1
6/19/2015,Emmons-Winthrop,4,4,1
6/19/2015,Disappointment Cleaver,2,0,0
6/19/2015,Disappointment Cleaver,3,3,1
6/19/2015,Emmons-Winthrop,2,0,0
6/19/2015,Disappointment Cleaver,3,3,1
6/19/2015,Disappointment Cleaver,2,2,1
6/19/2015,Disappointment Cleaver,4,4,1
6/19/2015,Disappointment Cleaver,5,0,0
6/19/2015,Disappointment Cleaver,2,2,1
6/19/2015,Disappointment Cleaver,4,4,1
6/19/2015,glacier only - no summit attempt,12,0,0
6/19/2015,Disappointment Cleaver,12,0,0
6/19/2015,Disappointment Cleaver,4,4,1
6/19/2015,Disappointment Cleaver,2,0,0
6/19/2015,Emmons-Winthrop,2,2,1
6/19/2015,Emmons-Winthrop,2,0,0
6/19/2015,Emmons-Winthrop,2,0,0
6/19/2015,Ptarmigan RIngraham Directge,2,0,0
6/19/2015,Mowich Face,2,2,1
6/19/2015,Disappointment Cleaver,12,10,0.833333333
6/19/2015,Disappointment Cleaver,12,8,0.666666667
6/19/2015,Disappointment Cleaver,4,4,1
6/19/2015,Sunset RIngraham Directge,2,0,0
6/18/2015,Disappointment Cleaver,5,5,1
6/18/2015,glacier only - no summit attempt,2,0,0
6/18/2015,Emmons-Winthrop,5,4,0.8
6/18/2015,Emmons-Winthrop,6,4,0.666666667
6/18/2015,Disappointment Cleaver,3,2,0.666666667
6/18/2015,Disappointment Cleaver,3,3,1
6/18/2015,Disappointment Cleaver,6,0,0
6/18/2015,Disappointment Cleaver,4,0,0
6/18/2015,Disappointment Cleaver,2,0,0
6/18/2015,Disappointment Cleaver,9,0,0
6/18/2015,Disappointment Cleaver,2,2,1
6/18/2015,Disappointment Cleaver,12,11,0.916666667
6/18/2015,Disappointment Cleaver,12,10,0.833333333
6/18/2015,Emmons-Winthrop,3,3,1
6/18/2015,Emmons-Winthrop,2,2,1
6/18/2015,Disappointment Cleaver,2,2,1
6/18/2015,Emmons-Winthrop,4,3,0.75
6/18/2015,Disappointment Cleaver,12,8,0.666666667
6/17/2015,Emmons-Winthrop,7,0,0
6/17/2015,Disappointment Cleaver,2,2,1
6/17/2015,Liberty RIngraham Directge,2,0,0
6/17/2015,Disappointment Cleaver,6,6,1
6/17/2015,Disappointment Cleaver,11,11,1
6/17/2015,Disappointment Cleaver,12,10,0.833333333
6/17/2015,Disappointment Cleaver,12,0,0
6/17/2015,Disappointment Cleaver,12,0,0
6/17/2015,Disappointment Cleaver,11,10,0.909090909
6/16/2015,Disappointment Cleaver,4,4,1
6/16/2015,Disappointment Cleaver,3,3,1
6/16/2015,Disappointment Cleaver,11,7,0.636363636
6/16/2015,Kautz Glacier,12,10,0.833333333
6/16/2015,Disappointment Cleaver,11,7,0.636363636
6/16/2015,Emmons-Winthrop,2,2,1
6/16/2015,Disappointment Cleaver,2,2,1
6/16/2015,Disappointment Cleaver,2,2,1
6/16/2015,Disappointment Cleaver,1,1,1
6/16/2015,Emmons-Winthrop,4,4,1
6/16/2015,Liberty RIngraham Directge,4,4,1
6/16/2015,Disappointment Cleaver,2,2,1
6/16/2015,Disappointment Cleaver,2,2,1
6/15/2015,Emmons-Winthrop,12,8,0.666666667
6/15/2015,Disappointment Cleaver,2,2,1
6/15/2015,Disappointment Cleaver,3,0,0
6/15/2015,Emmons-Winthrop,3,2,0.666666667
6/15/2015,Emmons-Winthrop,11,11,1
6/15/2015,Emmons-Winthrop,3,2,0.666666667
6/15/2015,Disappointment Cleaver,4,4,1
6/15/2015,Disappointment Cleaver,3,3,1
6/15/2015,Disappointment Cleaver,4,0,0
6/15/2015,Disappointment Cleaver,12,12,1
6/15/2015,Disappointment Cleaver,12,8,0.666666667
6/15/2015,Disappointment Cleaver,12,10,0.833333333
6/15/2015,Disappointment Cleaver,3,2,0.666666667
6/15/2015,Disappointment Cleaver,3,2,0.666666667
6/14/2015,Fuhrers Finger,5,0,0
6/14/2015,Disappointment Cleaver,11,7,0.636363636
6/14/2015,Kautz Glacier,12,12,1
6/14/2015,Emmons-Winthrop,2,2,1
6/14/2015,Emmons-Winthrop,3,3,1
6/14/2015,Disappointment Cleaver,4,4,1
6/14/2015,Disappointment Cleaver,2,2,1
6/14/2015,Disappointment Cleaver,2,0,0
6/14/2015,Disappointment Cleaver,5,5,1
6/14/2015,Disappointment Cleaver,3,0,0
6/14/2015,Emmons-Winthrop,4,4,1
6/14/2015,Disappointment Cleaver,2,2,1
6/14/2015,Disappointment Cleaver,4,4,1
6/13/2015,Emmons-Winthrop,3,2,0.666666667
6/13/2015,Disappointment Cleaver,4,3,0.75
6/13/2015,Disappointment Cleaver,4,4,1
6/13/2015,Disappointment Cleaver,2,0,0
6/13/2015,Disappointment Cleaver,1,0,0
6/13/2015,Disappointment Cleaver,2,0,0
6/13/2015,Disappointment Cleaver,3,3,1
6/13/2015,Disappointment Cleaver,2,2,1
6/13/2015,Emmons-Winthrop,6,6,1
6/13/2015,Disappointment Cleaver,4,4,1
6/13/2015,Disappointment Cleaver,4,4,1
6/13/2015,Liberty RIngraham Directge,3,3,1
6/13/2015,Emmons-Winthrop,3,3,1
6/13/2015,Emmons-Winthrop,2,0,0
6/13/2015,Emmons-Winthrop,7,7,1
6/13/2015,Emmons-Winthrop,2,2,1
6/13/2015,Emmons-Winthrop,2,0,0
6/13/2015,Emmons-Winthrop,2,2,1
6/13/2015,Emmons-Winthrop,4,0,0
6/13/2015,Emmons-Winthrop,3,3,1
6/13/2015,Fuhrers Finger,3,0,0
6/13/2015,Disappointment Cleaver,1,1,1
6/13/2015,Emmons-Winthrop,6,6,1
6/13/2015,Liberty RIngraham Directge,2,0,0
6/13/2015,Emmons-Winthrop,4,2,0.5
6/13/2015,Kautz Glacier,1,1,1
6/13/2015,Emmons-Winthrop,2,0,0
6/13/2015,Disappointment Cleaver,12,12,1
6/13/2015,Disappointment Cleaver,12,12,1
6/13/2015,Disappointment Cleaver,12,11,0.916666667
6/13/2015,Disappointment Cleaver,12,6,0.5
6/12/2015,Disappointment Cleaver,3,3,1
6/12/2015,Liberty RIngraham Directge,2,2,1
6/12/2015,Disappointment Cleaver,12,8,0.666666667
6/12/2015,Disappointment Cleaver,4,4,1
6/12/2015,Emmons-Winthrop,3,3,1
6/12/2015,Emmons-Winthrop,4,4,1
6/12/2015,Little Tahoma,3,3,1
6/12/2015,Disappointment Cleaver,2,0,0
6/12/2015,Disappointment Cleaver,7,0,0
6/12/2015,Disappointment Cleaver,3,0,0
6/12/2015,Emmons-Winthrop,3,3,1
6/12/2015,Disappointment Cleaver,7,4,0.571428571
6/12/2015,Emmons-Winthrop,8,6,0.75
6/12/2015,Disappointment Cleaver,2,0,0
6/12/2015,Fuhrers Finger,2,2,1
6/12/2015,Kautz Glacier,2,0,0
6/12/2015,Disappointment Cleaver,3,0,0
6/12/2015,Disappointment Cleaver,2,2,1
6/12/2015,Emmons-Winthrop,6,6,1
6/12/2015,Curtis RIngraham Directge,2,2,1
6/12/2015,Ptarmigan RIngraham Directge,2,2,1
6/12/2015,Disappointment Cleaver,3,0,0
6/12/2015,Emmons-Winthrop,4,4,1
6/12/2015,Disappointment Cleaver,12,7,0.583333333
6/12/2015,Disappointment Cleaver,10,11,1.1
6/12/2015,Emmons-Winthrop,9,7,0.777777778
6/12/2015,Emmons-Winthrop,9,9,1
6/12/2015,Emmons-Winthrop,12,7,0.583333333
6/11/2015,Emmons-Winthrop,3,3,1
6/11/2015,Disappointment Cleaver,12,7,0.583333333
6/11/2015,Disappointment Cleaver,11,0,0
6/11/2015,Disappointment Cleaver,11,11,1
6/11/2015,Disappointment Cleaver,4,0,0
6/11/2015,Disappointment Cleaver,3,0,0
6/11/2015,Kautz Glacier,4,0,0
6/11/2015,Disappointment Cleaver,2,0,0
6/11/2015,Disappointment Cleaver,4,0,0
6/11/2015,Disappointment Cleaver,2,0,0
6/11/2015,Disappointment Cleaver,2,0,0
6/11/2015,Little Tahoma,2,2,1
6/11/2015,Emmons-Winthrop,3,0,0
6/11/2015,Emmons-Winthrop,9,0,0
6/11/2015,Kautz Glacier,2,0,0
6/10/2015,Disappointment Cleaver,12,12,1
6/10/2015,Disappointment Cleaver,2,0,0
6/10/2015,Emmons-Winthrop,5,0,0
6/10/2015,Disappointment Cleaver,12,7,0.583333333
6/10/2015,Disappointment Cleaver,12,6,0.5
6/9/2015,Liberty RIngraham Directge,3,0,0
6/9/2015,Liberty RIngraham Directge,2,2,1
6/9/2015,Disappointment Cleaver,12,10,0.833333333
6/9/2015,Disappointment Cleaver,12,8,0.666666667
6/9/2015,Emmons-Winthrop,9,6,0.666666667
6/9/2015,Fuhrers Finger,3,0,0
6/9/2015,Disappointment Cleaver,11,9,0.818181818
6/9/2015,Kautz Glacier,11,0,0
6/9/2015,Emmons-Winthrop,2,0,0
6/9/2015,Disappointment Cleaver,2,2,1
6/9/2015,Emmons-Winthrop,3,0,0
6/9/2015,Emmons-Winthrop,2,2,1
6/8/2015,Disappointment Cleaver,2,0,0
6/8/2015,Disappointment Cleaver,12,9,0.75
6/8/2015,Disappointment Cleaver,4,4,1
6/8/2015,Disappointment Cleaver,3,3,1
6/8/2015,Disappointment Cleaver,11,8,0.727272727
6/8/2015,Disappointment Cleaver,10,0,0
6/8/2015,Disappointment Cleaver,10,6,0.6
6/8/2015,Emmons-Winthrop,2,2,1
6/8/2015,Disappointment Cleaver,3,3,1
6/8/2015,Disappointment Cleaver,2,2,1
6/7/2015,Disappointment Cleaver,2,0,0
6/7/2015,Disappointment Cleaver,5,5,1
6/7/2015,Little Tahoma,2,2,1
6/7/2015,Disappointment Cleaver,4,4,1
6/7/2015,Emmons-Winthrop,12,8,0.666666667
6/7/2015,Kautz Cleaver,2,0,0
6/7/2015,Disappointment Cleaver,2,0,0
6/7/2015,Emmons-Winthrop,2,2,1
6/7/2015,Kautz Glacier,3,0,0
6/7/2015,Disappointment Cleaver,2,2,1
6/7/2015,Disappointment Cleaver,5,3,0.6
6/7/2015,Disappointment Cleaver,3,3,1
6/7/2015,glacier only - no summit attempt,2,0,0
6/7/2015,Disappointment Cleaver,12,12,1
6/7/2015,Kautz Glacier,9,4,0.444444444
6/7/2015,Disappointment Cleaver,12,10,0.833333333
6/7/2015,Emmons-Winthrop,12,11,0.916666667
6/6/2015,Little Tahoma,12,0,0
6/6/2015,Disappointment Cleaver,6,0,0
6/6/2015,Disappointment Cleaver,5,0,0
6/6/2015,Disappointment Cleaver,2,2,1
6/6/2015,Disappointment Cleaver,11,7,0.636363636
6/6/2015,Disappointment Cleaver,2,0,0
6/6/2015,Ptarmigan RIngraham Directge,2,2,1
6/6/2015,Disappointment Cleaver,2,0,0
6/6/2015,Emmons-Winthrop,3,2,0.666666667
6/6/2015,Little Tahoma,5,0,0
6/6/2015,Emmons-Winthrop,2,2,1
6/6/2015,Little Tahoma,6,6,1
6/6/2015,Disappointment Cleaver,12,12,1
6/6/2015,Disappointment Cleaver,10,7,0.7
6/6/2015,Mowich Face,2,0,0
6/6/2015,glacier only - no summit attempt,1,0,0
6/6/2015,Liberty RIngraham Directge,2,2,1
6/6/2015,glacier only - no summit attempt,3,0,0
6/6/2015,glacier only - no summit attempt,1,0,0
6/6/2015,Disappointment Cleaver,2,0,0
6/6/2015,glacier only - no summit attempt,1,0,0
6/6/2015,Disappointment Cleaver,2,2,1
6/6/2015,Disappointment Cleaver,3,3,1
6/6/2015,Disappointment Cleaver,2,0,0
6/6/2015,Disappointment Cleaver,5,0,0
6/6/2015,glacier only - no summit attempt,2,0,0
6/6/2015,Disappointment Cleaver,4,0,0
6/6/2015,Disappointment Cleaver,3,3,1
6/6/2015,Disappointment Cleaver,3,0,0
6/6/2015,Disappointment Cleaver,3,3,1
6/6/2015,Disappointment Cleaver,4,4,1
6/6/2015,Fuhrers Finger,2,0,0
6/6/2015,Success Cleaver,2,2,1
6/6/2015,Disappointment Cleaver,4,2,0.5
6/6/2015,glacier only - no summit attempt,1,0,0
6/6/2015,Disappointment Cleaver,5,5,1
6/6/2015,Disappointment Cleaver,1,1,1
6/6/2015,Emmons-Winthrop,2,0,0
6/6/2015,Little Tahoma,3,3,1
6/6/2015,Disappointment Cleaver,2,2,1
6/5/2015,Disappointment Cleaver,4,4,1
6/5/2015,Disappointment Cleaver,6,0,0
6/5/2015,Disappointment Cleaver,2,0,0
6/5/2015,Emmons-Winthrop,3,3,1
6/5/2015,Liberty RIngraham Directge,2,2,1
6/5/2015,Emmons-Winthrop,4,4,1
6/5/2015,Emmons-Winthrop,4,4,1
6/5/2015,Emmons-Winthrop,4,4,1
6/5/2015,Emmons-Winthrop,4,4,1
6/5/2015,Disappointment Cleaver,4,4,1
6/5/2015,Disappointment Cleaver,4,4,1
6/5/2015,Tahoma Cleaver,3,3,1
6/5/2015,Emmons-Winthrop,3,0,0
6/5/2015,Disappointment Cleaver,3,3,1
6/5/2015,Disappointment Cleaver,12,12,1
6/5/2015,Disappointment Cleaver,2,0,0
6/5/2015,Liberty RIngraham Directge,2,2,1
6/5/2015,Disappointment Cleaver,2,2,1
6/5/2015,Disappointment Cleaver,4,4,1
6/5/2015,Fuhrers Finger,5,0,0
6/5/2015,Disappointment Cleaver,2,0,0
6/5/2015,Disappointment Cleaver,4,4,1
6/5/2015,Disappointment Cleaver,6,0,0
6/5/2015,Emmons-Winthrop,3,3,1
6/5/2015,Kautz Glacier,4,3,0.75
6/5/2015,Disappointment Cleaver,12,9,0.75
6/5/2015,Disappointment Cleaver,12,12,1
6/5/2015,Disappointment Cleaver,3,3,1
6/5/2015,Kautz Glacier,3,3,1
6/4/2015,Disappointment Cleaver,3,0,0
6/4/2015,Disappointment Cleaver,3,0,0
6/4/2015,Disappointment Cleaver,8,8,1
6/4/2015,Emmons-Winthrop,3,3,1
6/4/2015,Disappointment Cleaver,8,0,0
6/4/2015,Liberty RIngraham Directge,2,2,1
6/4/2015,Disappointment Cleaver,5,5,1
6/4/2015,Disappointment Cleaver,3,3,1
6/4/2015,Disappointment Cleaver,4,0,0
6/4/2015,Disappointment Cleaver,8,0,0
6/4/2015,Disappointment Cleaver,2,0,0
6/4/2015,Disappointment Cleaver,3,3,1
6/4/2015,Disappointment Cleaver,3,0,0
6/4/2015,Disappointment Cleaver,4,0,0
6/4/2015,Disappointment Cleaver,12,0,0
6/4/2015,Disappointment Cleaver,1,1,1
6/4/2015,Disappointment Cleaver,12,10,0.833333333
6/4/2015,Emmons-Winthrop,4,4,1
6/4/2015,Liberty RIngraham Directge,2,2,1
6/4/2015,Disappointment Cleaver,4,0,0
6/4/2015,Disappointment Cleaver,2,2,1
6/4/2015,Liberty RIngraham Directge,2,0,0
6/3/2015,Disappointment Cleaver,3,0,0
6/3/2015,Liberty RIngraham Directge,2,2,1
6/3/2015,Disappointment Cleaver,5,3,0.6
6/3/2015,Disappointment Cleaver,12,9,0.75
6/3/2015,Disappointment Cleaver,9,9,1
6/2/2015,Emmons-Winthrop,4,0,0
6/2/2015,Kautz Glacier,11,10,0.909090909
6/2/2015,Disappointment Cleaver,11,0,0
6/2/2015,Kautz Glacier,2,2,1
6/2/2015,Kautz Glacier,2,0,0
6/1/2015,Disappointment Cleaver,11,0,0
6/1/2015,Disappointment Cleaver,12,11,0.916666667
6/1/2015,Disappointment Cleaver,8,7,0.875
6/1/2015,Emmons-Winthrop,3,0,0
5/31/2015,Disappointment Cleaver,11,8,0.727272727
5/31/2015,Disappointment Cleaver,11,11,1
5/30/2015,Emmons-Winthrop,2,0,0
5/30/2015,Disappointment Cleaver,4,0,0
5/30/2015,Disappointment Cleaver,3,0,0
5/30/2015,Disappointment Cleaver,3,0,0
5/30/2015,Ingraham Direct,2,2,1
5/30/2015,Emmons-Winthrop,2,2,1
5/30/2015,Liberty RIngraham Directge,2,2,1
5/30/2015,Little Tahoma,11,0,0
5/30/2015,Emmons-Winthrop,2,0,0
5/30/2015,Disappointment Cleaver,3,0,0
5/30/2015,Disappointment Cleaver,2,0,0
5/30/2015,Disappointment Cleaver,5,0,0
5/30/2015,Kautz Glacier,2,0,0
5/30/2015,Disappointment Cleaver,12,0,0
5/30/2015,glacier only - no summit attempt,1,0,0
5/30/2015,Disappointment Cleaver,12,0,0
5/30/2015,Disappointment Cleaver,3,0,0
5/30/2015,Disappointment Cleaver,2,0,0
5/30/2015,Disappointment Cleaver,5,0,0
5/30/2015,Disappointment Cleaver,3,3,1
5/30/2015,Disappointment Cleaver,3,3,1
5/30/2015,glacier only - no summit attempt,2,0,0
5/30/2015,Disappointment Cleaver,1,1,1
5/30/2015,Gibralter Ledges,3,0,0
5/30/2015,Disappointment Cleaver,12,5,0.416666667
5/30/2015,Disappointment Cleaver,4,4,1
5/30/2015,Disappointment Cleaver,12,7,0.583333333
5/30/2015,Kautz Glacier,2,2,1
5/30/2015,Ingraham Direct,3,3,1
5/30/2015,Disappointment Cleaver,2,0,0
5/30/2015,Disappointment Cleaver,3,3,1
5/30/2015,Disappointment Cleaver,3,0,0
5/30/2015,Disappointment Cleaver,4,0,0
5/30/2015,Disappointment Cleaver,12,12,1
5/30/2015,Disappointment Cleaver,8,8,1
5/29/2015,Disappointment Cleaver,1,0,0
5/29/2015,Disappointment Cleaver,2,0,0
5/29/2015,Liberty RIngraham Directge,4,0,0
5/29/2015,Disappointment Cleaver,2,0,0
5/29/2015,Fuhrers Finger,2,2,1
5/29/2015,Disappointment Cleaver,3,3,1
5/29/2015,Disappointment Cleaver,4,2,0.5
5/29/2015,Disappointment Cleaver,2,2,1
5/29/2015,Disappointment Cleaver,2,0,0
5/29/2015,Little Tahoma,2,2,1
5/29/2015,Disappointment Cleaver,2,0,0
5/29/2015,Disappointment Cleaver,2,2,1
5/29/2015,Curtis RIngraham Directge,2,0,0
5/29/2015,Disappointment Cleaver,12,10,0.833333333
5/29/2015,Disappointment Cleaver,12,7,0.583333333
5/29/2015,Ptarmigan RIngraham Directge,3,0,0
5/29/2015,Disappointment Cleaver,12,12,1
5/29/2015,Disappointment Cleaver,4,2,0.5
5/29/2015,Kautz Glacier,2,2,1
5/29/2015,Disappointment Cleaver,2,0,0
5/29/2015,Disappointment Cleaver,1,0,0
5/28/2015,Disappointment Cleaver,5,5,1
5/28/2015,Emmons-Winthrop,3,0,0
5/28/2015,Little Tahoma,3,3,1
5/28/2015,Disappointment Cleaver,3,3,1
5/28/2015,Fuhrers Finger,3,0,0
5/28/2015,Disappointment Cleaver,12,10,0.833333333
5/28/2015,Kautz Glacier,1,0,0
5/27/2015,Disappointment Cleaver,11,5,0.454545455
5/27/2015,Disappointment Cleaver,8,6,0.75
5/27/2015,Disappointment Cleaver,4,3,0.75
5/27/2015,Disappointment Cleaver,2,0,0
5/27/2015,Emmons-Winthrop,4,3,0.75
5/26/2015,Disappointment Cleaver,2,0,0
5/26/2015,Emmons-Winthrop,3,0,0
5/26/2015,Disappointment Cleaver,12,10,0.833333333
5/26/2015,Disappointment Cleaver,2,0,0
5/25/2015,Disappointment Cleaver,2,0,0
5/25/2015,Kautz Glacier,4,4,1
5/25/2015,Disappointment Cleaver,1,0,0
5/25/2015,Disappointment Cleaver,3,3,1
5/25/2015,Liberty RIngraham Directge,5,0,0
5/25/2015,Emmons-Winthrop,2,2,1
5/25/2015,Disappointment Cleaver,10,4,0.4
5/25/2015,Disappointment Cleaver,11,11,1
5/25/2015,Disappointment Cleaver,8,7,0.875
5/24/2015,Little Tahoma,11,0,0
5/24/2015,Kautz Glacier,4,4,1
5/24/2015,Disappointment Cleaver,3,0,0
5/24/2015,Disappointment Cleaver,11,0,0
5/24/2015,Disappointment Cleaver,12,9,0.75
5/24/2015,Disappointment Cleaver,12,7,0.583333333
5/24/2015,Disappointment Cleaver,2,2,1
5/24/2015,Little Tahoma,2,0,0
5/23/2015,Disappointment Cleaver,2,0,0
5/23/2015,Emmons-Winthrop,4,0,0
5/23/2015,Disappointment Cleaver,3,3,1
5/23/2015,glacier only - no summit attempt,6,0,0
5/23/2015,Disappointment Cleaver,4,4,1
5/23/2015,Emmons-Winthrop,4,0,0
5/23/2015,Disappointment Cleaver,2,2,1
5/23/2015,Disappointment Cleaver,2,2,1
5/23/2015,Fuhrers Finger,2,0,0
5/23/2015,Disappointment Cleaver,5,5,1
5/23/2015,Disappointment Cleaver,4,4,1
5/23/2015,Disappointment Cleaver,12,11,0.916666667
5/23/2015,Disappointment Cleaver,10,0,0
5/23/2015,Liberty RIngraham Directge,4,0,0
5/23/2015,Disappointment Cleaver,3,3,1
5/23/2015,Tahoma Glacier,4,0,0
5/23/2015,Disappointment Cleaver,2,0,0
5/23/2015,Disappointment Cleaver,12,8,0.666666667
5/22/2015,Disappointment Cleaver,2,0,0
5/22/2015,Disappointment Cleaver,4,0,0
5/22/2015,Disappointment Cleaver,2,0,0
5/22/2015,Disappointment Cleaver,4,0,0
5/22/2015,Liberty RIngraham Directge,3,0,0
5/22/2015,Disappointment Cleaver,1,1,1
5/22/2015,Disappointment Cleaver,1,1,1
5/22/2015,Emmons-Winthrop,3,0,0
5/22/2015,Kautz Glacier,3,0,0
5/22/2015,Fuhrers Finger,4,0,0
5/22/2015,Disappointment Cleaver,2,0,0
5/22/2015,Emmons-Winthrop,3,0,0
5/22/2015,Disappointment Cleaver,12,0,0
5/22/2015,Disappointment Cleaver,12,10,0.833333333
5/21/2015,Kautz Cleaver,3,0,0
5/21/2015,Disappointment Cleaver,12,0,0
5/20/2015,Disappointment Cleaver,3,0,0
5/20/2015,Disappointment Cleaver,12,7,0.583333333
5/20/2015,Disappointment Cleaver,3,0,0
5/19/2015,Disappointment Cleaver,3,0,0
5/19/2015,Disappointment Cleaver,3,0,0
5/19/2015,Disappointment Cleaver,3,3,1
5/19/2015,Disappointment Cleaver,12,8,0.666666667
5/18/2015,Kautz Glacier,2,0,0
5/18/2015,Disappointment Cleaver,3,0,0
5/18/2015,Disappointment Cleaver,12,0,0
5/18/2015,Disappointment Cleaver,12,0,0
5/18/2015,Disappointment Cleaver,11,7,0.636363636
5/17/2015,Disappointment Cleaver,12,6,0.5
