BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,12475,64,,A5,179-71 ANDERSON ROAD,,11434,1,0,1,"2,000",1600,1935,1,A5,"$   510,000",02/28/2019
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,12537,75,,A2,130-10 177TH STREET,,11434,1,0,1,"4,000",850,1950,1,A2,"$   350,000",02/28/2019
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,12664,11,,A1,188-16 120TH AVENUE,,11412,1,0,1,"2,500",1584,1930,1,A1,$   10,02/28/2019
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,12679,8,,A2,120-08 196 STREET,,11412,1,0,1,"4,000",1350,1945,1,A2,"$   335,000",02/28/2019
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13355,48,,B2,146-37 181ST STREET,,11413,2,0,2,"4,400",2100,1965,1,B2,"$   757,500",02/28/2019
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10304,129,,A5,111-20 DUNKIRK STREET,,11412,1,0,1,"2,423",1188,1950,1,A5,"$   500,000",02/28/2019
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10393,54,,A1,114-60 FARMERS BOULEVARD,,11412,1,0,1,"3,340",1860,1930,1,A1,"$   800,000",02/28/2019
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10992,36,,A1,113-37 197TH STREET,,11412,1,0,1,"3,000",1672,1930,1,A1,"$   639,000",02/28/2019
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,11034,23,,A1,194-34 115TH AVE,,11412,1,0,1,"2,375",1344,1920,1,A1,"$   220,000",02/28/2019
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,12607,44,,A1,118-41 191ST STREET,,11412,1,0,1,"4,000",1591,1935,1,A1,"$   325,000",02/28/2019
4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11010,25,,B3,194-42 MURDOCK AVENUE,,11412,2,0,2,"3,000",1516,1920,1,B3,"$   464,200",02/28/2019
4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11037,16,,B3,115-51 196TH STREET,,11412,2,0,2,"3,000",1320,1930,1,B3,"$   1,040,063",02/28/2019
4,ST. ALBANS,06 TAX CLASS 1 - OTHER,1,10393,48,,G0,114-58 FARMERS BOULEVARD,,11412,0,0,0,"5,307",0,1920,1,G0,"$   800,000",02/28/2019
4,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,129,22,,B1,39-31 50TH STREET,,11377,2,0,2,"1,900",1936,1935,1,B1,$   - 0,02/28/2019
4,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,208,44,,B1,50-16 41ST STREET,,11104,2,0,2,"2,400",2080,1930,1,B1,"$   1,420,000",02/28/2019
4,SUNNYSIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,163,1003,,R1,"43-33 42ND STREET, 3A",3A,11104,1,0,1,"2,000",518,2008,2,R1,$   - 0,02/28/2019
4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4456,57,,A2,145-69 8TH AVENUE,,11357,1,0,1,"5,000",1142,1945,1,A2,$   - 0,02/28/2019
4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4515,23,,A0,150-40 10TH AVENUE,,11357,1,0,1,"6,504",1235,1940,1,A0,"$   800,000",02/28/2019
4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4679,11,,B1,15-24 MURRAY STREET,,11357,2,0,2,"3,500",1747,2017,1,B1,"$   1,588,470",02/28/2019
4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4680,29,,B3,1519 MURRAY STREET,,11357,2,0,2,"3,575",1830,1960,1,B3,$   - 0,02/28/2019
4,WOODHAVEN,02 TWO FAMILY DWELLINGS,1,8912,18,,B2,87-44 80TH STREET,,11421,2,0,2,"2,002",2128,1910,1,B2,"$   877,500",02/28/2019
4,WOODHAVEN,02 TWO FAMILY DWELLINGS,1,8961,17,,B3,8110 91ST AVENUE,,11421,2,0,2,"2,500",1104,1930,1,B3,"$   480,000",02/28/2019
4,WOODHAVEN,14 RENTALS - 4-10 UNIT,2A,8843,124,,S9,79-01 JAMAICA AVENUE,,11421,2,2,4,"2,076",3600,1929,2,S9,"$   1,365,000",02/28/2019
4,WOODSIDE,02 TWO FAMILY DWELLINGS,1,2329,27,,B2,48-08 59TH PLACE,,11377,2,0,2,"2,000",1344,1935,1,B2,"$   730,000",02/28/2019
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS,2,128,7,,D4,"39-50 52ND STREET, 5G",,11377,0,0,0,0,0,1951,2,D4,"$   230,000",02/28/2019
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS,2,1238,40,,D4,"39-60 54TH STREET, 9-O",,11377,0,0,0,0,0,1972,2,D4,"$   389,000",02/28/2019
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS,2,1340,1,,D4,"63-11 QUEENS BOULEVARD, C10",,11377,0,0,0,0,0,1963,2,D4,$   - 0,02/28/2019
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,6020,199,,A5,34 CHESTNUT CIRCLE,,10312,1,0,1,"1,700",1480,1970,1,A5,"$   201,000",02/28/2019
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,6026,65,,A5,110 CODY PLACE,,10312,1,0,1,"1,500",1320,1995,1,A5,"$   460,000",02/28/2019
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,6044,42,,A5,84 SPERRY PLACE,,10312,1,0,1,"1,690",996,1991,1,A5,"$   419,900",02/28/2019
5,BULLS HEAD,01 ONE FAMILY DWELLINGS,1,1703,6,,A5,100 WILCOX STREET,,10303,1,0,1,"2,668",1472,1978,1,A5,"$   535,000",02/28/2019
5,BULLS HEAD,02 TWO FAMILY DWELLINGS,1,2153,120,,B2,19 AMSTERDAM AVENUE,,10314,2,0,2,"4,275",2254,1965,1,B2,"$   750,000",02/28/2019
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,365,41,,A1,17 CONSTANT AVENUE,,10314,1,0,1,"3,040",2075,1925,1,A1,$   - 0,02/28/2019
5,CASTLETON CORNERS,04 TAX CLASS 1 CONDOS,1A,352,1102,,R3,"172 GREENLEAF AVENUE, 2B",2B,10310,1,0,1,"8,688",1502,1915,1,R3,"$   420,000",02/28/2019
5,CONCORD,01 ONE FAMILY DWELLINGS,1,633,79,,A1,120 OSGOOD AVENUE,,10304,1,0,1,"3,225",976,1899,1,A1,"$   225,000",02/28/2019
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,194,,A5,44 SKYLINE DRIVE,,10304,1,0,1,702,1404,1992,1,A5,"$   400,000",02/28/2019
5,DONGAN HILLS-COLONY,02 TWO FAMILY DWELLINGS,1,853,81,,B2,1293 RICHMOND ROAD,,10304,2,0,2,"6,786",1408,1899,1,B2,"$   599,000",02/28/2019
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5350,76,,A2,336 PRESTON AVENUE,,10312,1,0,1,"5,850",1240,1955,1,A2,"$   400,000",02/28/2019
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5695,26,,A1,76 DETROIT AVENUE,,10312,1,0,1,"4,000",960,1930,1,A1,$   - 0,02/28/2019
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5613,114,,B3,77 WAINWRIGHT AVENUE,,10312,2,0,2,"3,565",1444,2006,1,B3,$   - 0,02/28/2019
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1076,,R4,"100 COLFAX AVENUE, 2M",2M,10306,1,0,1,0,832,1961,2,R4,"$   48,000",02/28/2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5494,212,,A5,85 EAST MACON AVENUE,,10308,1,0,1,"2,700",1332,1975,1,A5,$   - 0,02/28/2019
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,4550,1,,B2,231 EVERGREEN STREET,,10308,2,0,2,"3,219",2432,1980,1,B2,"$   765,000",02/28/2019
5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS,1,4960,15,,B9,3272 AMBOY ROAD,,10306,2,0,2,"4,446",2100,1998,1,B9,$   - 0,02/28/2019
5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6575,47,,A1,40 TUCKAHOE AVENUE,,10312,1,0,1,"8,000",3040,1979,1,A1,"$   900,000",02/28/2019
5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6885,17,,A2,862 RATHBUN AVENUE,,10309,1,0,1,"4,300",792,1950,1,A2,$   - 0,02/28/2019
5,MARINERS HARBOR,02 TWO FAMILY DWELLINGS,1,1200,50,,B2,329 VAN PELT AVENUE,,10303,2,0,2,"5,908",2320,1920,1,B2,"$   475,000",02/28/2019
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,1,3871,4,,A6,107 MAPLETON AVE,,10306,1,0,1,"2,000",640,1930,1,A6,"$   100,000",02/28/2019
5,NEW BRIGHTON,01 ONE FAMILY DWELLINGS,1,66,136,,A1,190 FILLMORE STREET,,10301,1,0,1,"2,725",1440,2001,1,A1,"$   464,000",02/28/2019
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,3597,1,,A2,3 BANCROFT AVENUE,,10306,1,0,1,"4,700",1460,1945,1,A2,"$   510,000",02/28/2019
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,1,4681,2,,A5,364 ADELAIDE AVENUE,,10306,1,0,1,"2,400",1870,1989,1,A5,$   - 0,02/28/2019
5,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS,1,6789,159,,A2,100 ELDER AVENUE,,10309,1,0,1,"4,000",960,1955,1,A2,$   - 0,02/28/2019
5,RICHMONDTOWN,01 ONE FAMILY DWELLINGS,1,2275,25,,A1,351 NUGENT STREET,,10306,1,0,1,"4,720",960,1899,1,A1,"$   299,000",02/28/2019
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3278,26,,A2,76 FOCH AVENUE,,10305,1,0,1,"4,000",728,1955,1,A2,"$   460,000",02/28/2019
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3378,21,,A5,379 GARRETSON AVENUE,,10305,1,0,1,"2,436",1280,1970,1,A5,$   - 0,02/28/2019
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3395,14,,A5,27 NUGENT AVENUE,,10305,1,0,1,"2,000",1232,1997,1,A5,$   - 0,02/28/2019
5,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3111,5,,B3,139 ARTHUR AVENUE,,10305,2,0,2,"4,000",1758,1930,1,B3,$   - 0,02/28/2019
5,STAPLETON,02 TWO FAMILY DWELLINGS,1,540,25,,B2,63 GORDON STREET,,10304,2,0,2,"2,500",1320,1910,1,B2,$   - 0,02/28/2019
5,STAPLETON,31 COMMERCIAL VACANT LAND,4,524,40,,V1,N/A THOMPSON STREET,,10304,0,0,0,"5,000",0,0,4,V1,$   - 0,02/28/2019
5,SUNNYSIDE,01 ONE FAMILY DWELLINGS,1,662,39,,A1,119 CAYUGA AVENUE,,10301,1,0,1,"4,000",2236,2001,1,A1,"$   870,000",02/28/2019
5,TOMPKINSVILLE,01 ONE FAMILY DWELLINGS,1,571,320,,A1,174 NIXON AVENUE,,10304,1,0,1,"12,000",2283,1920,1,A1,$   - 0,02/28/2019
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS,1,1463,1,,A1,259 WATERS AVENUE,,10314,1,0,1,"2,375",1108,1930,1,A1,"$   380,000",02/28/2019
5,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,746,23,,A2,534 WOOLLEY AVENUE,,10314,1,0,1,"4,000",970,1950,1,A2,"$   520,000",02/28/2019
5,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2091,70,,A5,45 HALL AVENUE,,10314,1,0,1,"3,504",1775,2016,1,A5,"$   584,284",02/28/2019
5,WILLOWBROOK,22 STORE BUILDINGS,4,821,13,,K1,324 BRADLEY AVENUE,,10314,0,1,1,"1,980",1044,1990,4,K1,$   - 0,02/28/2019
5,WILLOWBROOK,22 STORE BUILDINGS,4,821,15,,K1,328 BRADLEY AVENUE,,10314,0,1,1,"1,980",1044,1990,4,K1,$   - 0,02/28/2019
5,WILLOWBROOK,22 STORE BUILDINGS,4,821,113,,K1,326 BRADLEY AVENUE,,10314,0,1,1,"1,980",1044,1990,4,K1,$   - 0,02/28/2019
5,WILLOWBROOK,22 STORE BUILDINGS,4,821,115,,K1,330 BRADLEY AVENUE,,10314,0,1,1,"2,860",1044,1990,4,K1,$   - 0,02/28/2019
5,WOODROW,01 ONE FAMILY DWELLINGS,1,7105,4,,A5,1661 WOODROW ROAD,,10309,1,0,1,"3,450",1658,2010,1,A5,$   - 0,02/28/2019
5,WOODROW,02 TWO FAMILY DWELLINGS,1,7316,79,,B2,145 DARNELL LANE,,10309,2,0,2,"3,080",1300,1995,1,B2,"$   620,000",02/28/2019
1,CHELSEA,09 COOPS - WALKUP APARTMENTS,2,719,36,,C6,"405 WEST 21ST STREET, 2R",,10011,0,0,0,0,0,1900,2,C6,"$   750,000",03/01/2019
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,766,1152,,R4,"270 WEST 17TH, 4K",4K,10011,1,0,1,0,585,1989,2,R4,"$   945,000",03/01/2019
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1107,,R4,"4951 CHAMBERS STREET, 9A",9A,10007,1,0,1,"18,919",231379,1910,2,R4,"$   3,400,000",03/01/2019
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,439,1041,,R4,"438 EAST 12TH STREET, 4F",4F,10009,1,0,1,"29,705",1686,2015,2,R4,"$   3,426,116",03/01/2019
1,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS,2,882,1260,,R4,"88 LEXINGTON AVENUE, 1201",1201,10016,1,0,1,"11,282",1932,1927,2,R4,"$   3,778,516",03/01/2019
1,GRAMERCY,43 CONDO OFFICE BUILDINGS,4,876,1031,,RB,"6 GRAMERCY PARK WEST, C-1B",C-1B,10003,0,1,1,0,0,0,4,RB,$   - 0,03/01/2019
1,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS,2,574,39,,D4,"40 FIFTH AVENUE, 8E",,10011,0,0,0,0,0,1929,2,D4,"$   3,875,000",03/01/2019
1,GREENWICH VILLAGE-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,2,531,1059,,R4,"14 EAST 4TH STREET, 825",825,10012,1,0,1,"15,272",1092,1912,2,R4,"$   1,325,000",03/01/2019
1,GREENWICH VILLAGE-WEST,10 COOPS - ELEVATOR APARTMENTS,2,626,12,,D4,"61 JANE STREET, 18B",,10014,0,0,0,0,0,1963,2,D4,"$   1,595,000",03/01/2019
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS,2,612,1021,,R4,"22 PERRY STREET, PHE",PHE,10014,1,0,1,0,736,1987,2,R4,$   - 0,03/01/2019
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,2,1599,1423,,R4,"40 WEST 116 STREET, B805",B805,10026,1,0,1,0,1022,2006,2,R4,"$   985,000",03/01/2019
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS,2A,2079,147,,C5,532 WEST 148TH STREET,,10031,6,0,6,"1,549",2646,1920,2,C5,"$   2,450,000",03/01/2019
1,KIPS BAY,13 CONDOS - ELEVATOR APARTMENTS,2,936,1093,,R4,"333 EAST 30TH STREET, 7-J",7-J,10016,1,0,1,0,1059,1962,2,R4,"$   534,355",03/01/2019
1,KIPS BAY,43 CONDO OFFICE BUILDINGS,4,940,1009,,RB,"333 EAST 34TH STREET, 1N",1N,10016,0,1,1,0,0,1961,4,RB,"$   850,000",03/01/2019
1,LITTLE ITALY,13 CONDOS - ELEVATOR APARTMENTS,2,478,1041,,R4,"354 BROOME STREET, 6D",6D,10013,1,0,1,0,1792,0,2,R4,$   - 0,03/01/2019
1,LOWER EAST SIDE,10 COOPS - ELEVATOR APARTMENTS,2,331,120,,D4,"530 GRAND STREET, E5G",,10002,0,0,0,0,0,1949,2,D4,"$   707,500",03/01/2019
1,LOWER EAST SIDE,13 CONDOS - ELEVATOR APARTMENTS,2,284,1006,,R4,"155 HENRY STREET, 202",202,10002,1,0,1,"4,931",560,1907,2,R4,$   - 0,03/01/2019
1,MIDTOWN CBD,13 CONDOS - ELEVATOR APARTMENTS,2,1290,1133,,R4,"60 EAST 55TH STREET, 20A",20A,10022,1,0,1,0,900,2003,2,R4,$   - 0,03/01/2019
1,MIDTOWN CBD,43 CONDO OFFICE BUILDINGS,4,1284,1002,,RB,"609 5 AVENUE, UPPER",UPPER,10017,0,1,1,0,0,0,4,RB,$   - 0,03/01/2019
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,2,1348,16,,D4,"333 EAST 55TH STREET, 5ABK",,10022,0,0,0,0,0,1962,2,D4,"$   1,825,000",03/01/2019
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,2,1366,16,,D4,"420 EAST 55TH STREET, 5S",,10022,0,0,0,0,0,1956,2,D4,$   - 0,03/01/2019
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,2,1367,1,,D4,"400 EAST 56TH STREET, 18P",,10022,0,0,0,0,0,1969,2,D4,$   - 0,03/01/2019
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,1320,1141,,R4,"240 EAST 47TH STREET, 23E",23E,10017,1,0,1,0,1127,1982,2,R4,"$   2,550,000",03/01/2019
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,1320,1142,,R4,"240 EAST 47TH STREET, 23F",23F,10017,1,0,1,0,977,1982,2,R4,"$   2,550,000",03/01/2019
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,1339,1134,,R4,"50 UNITED NATIONS PLAZA, 14A",14A,10017,1,0,1,"20,139",1636,2008,2,R4,"$   3,175,000",03/01/2019
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,1341,1286,,R4,"321 EAST 48TH STREET, 9B",9B,10017,1,0,1,0,462,1962,2,R4,$   - 0,03/01/2019
1,MIDTOWN EAST,43 CONDO OFFICE BUILDINGS,4,1315,1019,,RB,"220 EAST 42ND STREET, 16",16,10017,0,1,1,0,0,1928,4,RB,"$   9,222,957",03/01/2019
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,2,1006,1189,,R4,"159 WEST 53RD STREET, 35D",35D,10019,1,0,1,0,798,1968,2,R4,"$   938,000",03/01/2019
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,2,1008,1617,,R4,"162 WEST 56TH STREET, 802",802,10019,1,0,1,0,653,1926,2,R4,"$   710,000",03/01/2019
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1995,77,,D4,"552 RIVERSIDE DRIVE, 1D",,10027,0,0,0,0,0,1910,2,D4,$   - 0,03/01/2019
1,ROOSEVELT ISLAND,17 CONDO COOPS,2,1373,1901,,R9,"551 MAIN STREET, 1811",,10044,0,0,0,0,0,1975,2,R9,"$   420,000",03/01/2019
1,SOHO,10 COOPS - ELEVATOR APARTMENTS,2,516,7,,D0,"468 WEST BROADWAY, 2G",,10012,0,0,0,0,0,1903,2,D0,"$   3,600,000",03/01/2019
1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS,2,1467,42,,C6,"408 EAST 73RD STREET, 5C",,10021,0,0,0,0,0,1910,2,C6,"$   390,000",03/01/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1385,37,,D4,"730 PARK AVENUE, 7C",,10021,0,0,0,0,0,1928,2,D4,"$   7,750,000",03/01/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1387,31,,D4,"55 EAST 72ND STREET, 10N",,10021,0,0,0,0,0,1924,2,D4,"$   2,377,500",03/01/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1438,1,,D4,"301 EAST 63 STREET, 3-E",,10065,0,0,0,0,0,1959,2,D4,"$   365,000",03/01/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1444,31,,D4,"330 EAST 70TH STREET, 2F",,10021,0,0,0,0,0,1957,2,D4,"$   312,500",03/01/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1446,23,,D4,"360 EAST 72ND STREET, A404",,10021,0,0,0,0,0,1963,2,D4,"$   695,000",03/01/2019
1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,2,1416,1078,,R4,"200 EAST 62ND STREET, 20A",20A,10065,1,0,1,"20,128",1689,1967,2,R4,"$   4,040,404",03/01/2019
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2,1503,38,,D4,"1150 PARK AVENUE, 4E",,10128,0,0,0,0,0,1940,2,D4,"$   915,000",03/01/2019
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2,1586,35,,D4,"530 EAST 90TH STREET, 2K",,10128,0,0,0,0,0,1942,2,D4,"$   1,135,000",03/01/2019
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1548,1324,,R4,"305 EAST 85TH STREET, 9A",9A,10028,1,0,1,0,1444,2008,2,R4,"$   2,200,000",03/01/2019
1,UPPER EAST SIDE (79-96),17 CONDO COOPS,2,1501,1005,,R9,"45 EAST 89TH STREET, 37A",,10128,0,0,0,0,0,1969,2,R9,"$   2,400,000",03/01/2019
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1162,1,,D4,"230 WEST END AVENUE, 7A",,10023,0,0,0,0,0,1927,2,D4,"$   328,000",03/01/2019
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1162,29,,D4,"201 WEST 70TH STREET, 40G",,10023,0,0,0,0,0,1971,2,D4,"$   990,000",03/01/2019
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1169,37,,D4,"210 WEST 78TH STREET, 8A",,10024,0,0,0,0,0,1926,2,D4,"$   2,065,000",03/01/2019
1,UPPER WEST SIDE (59-79),17 CONDO COOPS,2,1158,1107,,R9,"180 WEST END AVENUE, 2K",,10023,0,0,0,0,0,1965,2,R9,$   - 0,03/01/2019
1,UPPER WEST SIDE (59-79),17 CONDO COOPS,2,1158,1107,,R9,"180 WEST END AVENUE, 10L",,10023,0,0,0,0,0,1965,2,R9,"$   1,450,000",03/01/2019
1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,2,1242,36,,C7,200 WEST 95TH STREET,,10025,18,2,20,"4,071",16420,1920,2,C7,$   - 0,03/01/2019
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2,1250,40,,D4,"304 WEST 89TH STREET, 5A",,10024,0,0,0,0,0,1923,2,D4,"$   1,060,600",03/01/2019
1,UPPER WEST SIDE (96-116),13 CONDOS - ELEVATOR APARTMENTS,2,1889,1007,,R4,"825 WEST END AVENUE, 1-I",1-I,10025,1,0,1,0,305,0,2,R4,"$   475,000",03/01/2019
1,WASHINGTON HEIGHTS LOWER,10 COOPS - ELEVATOR APARTMENTS,2,2134,71,,D4,"790 RIVERSIDE DRIVE, 11R",,10032,0,0,0,0,0,1930,2,D4,"$   1,115,000",03/01/2019
1,WASHINGTON HEIGHTS LOWER,10 COOPS - ELEVATOR APARTMENTS,2,2134,71,,D4,"790 RIVERSIDE DRIVE, 11S",,10032,0,0,0,0,0,1930,2,D4,"$   935,000",03/01/2019
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4903,75,,A5,1162 EAST 225 STREET,,10466,1,0,1,"1,840",1584,1970,1,A5,"$   515,000",03/01/2019
2,CASTLE HILL/UNIONPORT,01 ONE FAMILY DWELLINGS,1,3791,44,,A5,1994A POWELL AVENUE,,10472,1,0,1,"1,854",1714,1955,1,A5,"$   555,000",03/01/2019
2,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,2,3226,53,,D4,"5 FORDHAM HILL OVAL, 3D",,10468,0,0,0,0,0,1950,2,D4,"$   157,000",03/01/2019
2,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,2,3226,53,,D4,"8 FORDHAM HILL OVAL, 1C",,10468,0,0,0,0,0,1950,2,D4,"$   245,000",03/01/2019
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,5763,521,,B1,3418 IRWIN AVENUE,,10463,2,0,2,"2,500",3685,1925,1,B1,"$   980,000",03/01/2019
2,MELROSE/CONCOURSE,10 COOPS - ELEVATOR APARTMENTS,2,2458,90,,D4,"800 GRAND CONCOURSE, 6FN",,10451,0,0,0,0,0,1954,2,D4,"$   265,000",03/01/2019
2,MORRISANIA/LONGWOOD,09 COOPS - WALKUP APARTMENTS,2,2603,24,,C6,"590 SOUTHERN BOULEVARD, 4A",,10455,0,0,0,0,0,1924,2,C6,"$   97,000",03/01/2019
2,PARKCHESTER,02 TWO FAMILY DWELLINGS,1,4029,21,,B2,1723 FILLMORE STREET,,10460,2,0,2,"2,375",2392,1925,1,B2,$   - 0,03/01/2019
2,PARKCHESTER,13 CONDOS - ELEVATOR APARTMENTS,2,3937,3912,,R4,"1469 WEST AVE, 4C",4C,10462,1,0,1,0,613,0,2,R4,"$   160,000",03/01/2019
2,PELHAM GARDENS,01 ONE FAMILY DWELLINGS,1,4483,30,,A5,2456 MICKLE AVENUE,,10469,1,0,1,"2,600",2110,1950,1,A5,"$   571,000",03/01/2019
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5745,1,,D4,"2621 PALISADE AVENUE, 12A",,10463,0,0,0,0,0,1962,2,D4,"$   815,000",03/01/2019
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5904,100,,D4,"3725 HENRY HUDSON PARKWAY, 7G",,10463,0,0,0,0,0,1952,2,D4,"$   205,000",03/01/2019
2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5334,45,,A1,1259 EDISON AVENUE,,10461,1,0,1,"4,915",2400,1930,1,A1,"$   580,000",03/01/2019
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5374,15,,B1,2814 DUDLEY AVENUE,,10461,2,0,2,"2,375",3204,1910,1,B1,"$   855,000",03/01/2019
2,SOUNDVIEW,03 THREE FAMILY DWELLINGS,1,3870,20,,C0,1338 METCALF AVENUE,,10472,3,0,3,"1,796",2764,1965,1,C0,$   - 0,03/01/2019
2,THROGS NECK,01 ONE FAMILY DWELLINGS,1,5436,38,,A1,656 EDISON AVENUE,,10465,1,0,1,"5,500",1800,1920,1,A1,"$   687,000",03/01/2019
